secteur,taille,localisation,anciennete_annees,nb_employes,chiffre_affaires,nb_transactions_mois,montant_moyen_transaction,pct_cash,pct_mobile_money,pct_banque,diversification_paiement,pct_transactions_usd,charges_exploitation,resultat_net,marge_nette,solde_caisse_moyen,entrees_tresorerie_mois,sorties_tresorerie_mois,flux_tresorerie_net,remboursements_dettes_mois,variabilite_ca,ratio_liquidite,ratio_endettement,couverture_dette,nb_retards_paiement_12m,jours_retard_moyen,nb_factures_impayees,taux_recouvrement_creances,delai_paiement_fournisseurs,delai_recouvrement_jours,creances_sur_ca,regularite_paiement_mobile,regularite_paiement_fournisseurs,pct_activite_informelle,ecart_taux_change,appartenance_association,score_reseau_communautaire,pct_clients_recurrents,score_reputation_terrain,part_credit_informel,exposition_zones_instables,diversification_activites,stock_securite_jours,score_debrouillardise,usage_whatsapp_business,social_media_abonnes,social_media_sentiment,social_media_freq_publication,conso_energie_kwh,tendance_energie,conso_eau_m3,trafic_web_mensuel,nb_avis_en_ligne,note_avis_moyenne,regularite_paiement_energie,regularite_paiement_eau,regularite_paiement_loyer,default
Commerce,Petite,Lubumbashi,1.2,11,16163828.0,81,16629.0,0.7651,0.1491,0.0859,0.385,0.8252,10770341.0,5393487.0,0.3337,1536406.0,1158765.0,1175175.0,-16410.0,404290.0,0.1119,1.81,0.29,0.33,2,31.0,2,0.5112,31.0,55.0,1.4839,0.4839,0.6929,0.8412,0.0657,1,0.8957,0.3206,0.916,0.2205,0.0304,0.2577,4.0,0.6977,0,24.0,0.2753,14,204.0,-0.0214,86.0,149.0,16,5.0,0.7217,0.6486,0.8662,0
Manufacture,Micro,Kinshasa,4.9,3,4511178.0,85,4423.0,0.8028,0.1301,0.0671,0.3341,0.3645,2516397.0,1994781.0,0.4422,487833.0,438665.0,408757.0,29908.0,60019.0,0.4107,3.25,6.27,1.02,2,1.0,2,0.9081,34.0,101.0,1.1572,0.8964,0.9877,0.6315,0.0328,0,0.2889,0.9056,0.6893,0.4091,0.4729,0.2952,21.0,0.8197,0,17.0,-0.0331,11,402.0,0.1242,5.0,408.0,14,4.1,0.3601,0.5678,0.6272,0
Commerce,Micro,Kisangani,2.5,2,268152576.0,88,253932.0,0.8688,0.1247,0.0065,0.2296,0.9815,162819143.0,105333433.0,0.3928,7923803.0,24529521.0,21720867.0,2808654.0,878479.0,0.0714,1.25,0.79,2.57,5,22.0,2,0.7227,56.0,15.0,0.2972,0.8171,0.8299,0.6824,0.0374,1,0.5941,0.6751,0.7356,0.3243,0.2905,0.7299,18.0,0.727,0,29.0,0.2676,8,411.0,0.0633,27.0,289.0,7,4.0,0.3939,0.5056,0.2914,0
Commerce,Petite,Matadi,22.8,2,75173661.0,99,63277.0,0.6739,0.2681,0.058,0.4706,0.5348,43336090.0,31837571.0,0.4235,7804029.0,7357317.0,6622735.0,734582.0,749781.0,0.3523,1.52,0.4,1.05,3,4.0,1,0.6307,41.0,75.0,1.128,0.3912,0.3962,0.9078,0.0182,0,0.5452,0.8324,0.5956,0.6173,0.2575,0.3459,34.0,0.6902,0,329.0,-0.0811,3,272.0,-0.0031,14.0,1254.0,9,3.1,0.7821,0.6152,0.5738,0
Manufacture,Micro,Kisangani,3.3,11,18383039.0,79,19391.0,0.7515,0.2351,0.0134,0.3798,0.6501,15136951.0,3246088.0,0.1766,1591836.0,1693554.0,1759898.0,-66344.0,354039.0,0.3424,2.14,1.55,1.14,1,14.0,1,0.5475,65.0,56.0,0.2799,0.6261,0.4609,0.6835,0.0102,0,0.5775,0.8369,0.765,0.5829,0.4027,0.6463,5.0,0.8654,0,55.0,0.3201,9,156.0,-0.0658,71.0,1329.0,8,2.6,0.5663,0.2813,0.7636,1
Manufacture,Petite,Kinshasa,1.3,8,97782024.0,80,101856.0,0.8195,0.1666,0.0139,0.3005,0.2771,60649044.0,37132980.0,0.3798,2438622.0,7777680.0,5859075.0,1918605.0,1375101.0,0.2494,0.84,1.43,1.3,1,29.0,5,0.8547,42.0,86.0,1.0161,0.4485,0.4822,0.6628,0.0494,1,0.4759,0.5451,0.5281,0.1051,0.0407,0.1865,25.0,0.7863,0,5928.0,-0.2037,9,318.0,-0.0873,30.0,4443.0,4,4.4,0.8008,0.8046,0.5751,0
Manufacture,Moyenne,Kolwezi,2.4,13,62741148.0,72,72617.0,0.7772,0.1652,0.0576,0.3654,0.2647,52082507.0,10658641.0,0.1699,1740910.0,6144297.0,5991049.0,153248.0,2698339.0,0.3759,1.02,1.2,1.36,3,20.0,3,0.8766,51.0,89.0,0.9464,0.3553,0.6175,0.8054,0.0107,0,0.3347,0.3777,0.5249,0.0953,0.4092,0.1719,24.0,0.3639,1,961.0,0.1047,10,501.0,0.1242,20.0,643.0,13,3.4,0.7723,0.8807,0.4824,1
Services,Micro,Kinshasa,5.3,12,16162974.0,65,20722.0,0.7642,0.2165,0.0193,0.3688,0.6427,12104433.0,4058541.0,0.2511,742195.0,1394344.0,1364546.0,29798.0,481616.0,0.1125,0.54,2.74,1.04,1,48.0,3,0.6781,65.0,44.0,0.543,0.578,0.8681,0.706,0.1836,0,0.8014,0.9423,0.8682,0.3934,0.8092,0.6333,1.0,0.9067,1,2138.0,0.3205,11,529.0,0.1581,109.0,79.0,8,3.5,0.7594,0.6726,0.5723,0
Mines,Petite,Mbuji-Mayi,0.5,5,21663867.0,75,24071.0,0.7368,0.248,0.0153,0.3954,0.3449,13652758.0,8011109.0,0.3698,1434699.0,2119550.0,1650281.0,469269.0,1089413.0,0.4116,1.36,1.61,1.07,4,29.0,4,0.7191,45.0,46.0,0.6816,0.8916,0.7141,0.4412,0.0025,1,0.3656,0.5809,0.7388,0.4828,0.2143,0.5296,3.0,0.7343,0,235.0,0.6404,9,743.0,0.0065,5.0,1590.0,8,3.4,0.7414,0.7897,0.7568,1
Manufacture,Micro,Matadi,4.6,6,89930829.0,67,111854.0,0.7665,0.1649,0.0686,0.3806,0.4866,69873870.0,20056959.0,0.223,10692947.0,6630202.0,6894540.0,-264338.0,714272.0,0.1997,0.61,1.52,2.41,1,8.0,5,0.3908,25.0,59.0,0.5147,0.7327,0.8731,0.5873,0.0816,0,0.4177,0.819,0.721,0.3718,0.3994,0.7081,5.0,0.4412,1,4302.0,0.6256,6,4911.0,-0.0017,24.0,1264.0,10,2.7,0.8134,0.3146,0.4669,1
Agriculture,Micro,Kinshasa,13.4,4,4707256.0,77,5094.0,0.8188,0.1529,0.0283,0.3054,0.6937,2608945.0,2098311.0,0.4458,286757.0,372281.0,334555.0,37726.0,7652.0,0.2337,1.69,1.95,1.73,3,7.0,2,0.8656,46.0,39.0,0.8163,0.8912,0.595,0.4846,0.022,0,0.5406,0.5898,0.5798,0.4547,0.1093,0.3059,18.0,0.6085,0,178.0,0.5225,6,507.0,0.0958,7.0,1860.0,12,3.7,0.787,0.7318,0.8683,0
Services,Moyenne,Matadi,9.5,6,109171308.0,71,128135.0,0.7901,0.1982,0.0117,0.3363,0.5349,73564980.0,35606328.0,0.3262,13017847.0,8642962.0,8336764.0,306198.0,1543451.0,0.4508,0.73,1.1,0.74,4,22.0,4,0.7473,42.0,61.0,0.3739,0.4087,0.4963,0.5695,0.039,0,0.2965,0.6642,0.4854,0.525,0.0824,0.1896,0.0,0.2626,0,6.0,0.1327,11,447.0,-0.15,143.0,178.0,3,3.5,0.9282,0.6679,0.8968,1
Commerce,Moyenne,Lubumbashi,0.5,3,11182548.0,85,10963.0,0.7925,0.1133,0.0942,0.3502,0.3999,9397021.0,1785527.0,0.1597,947339.0,747631.0,656379.0,91252.0,238013.0,0.2081,1.18,0.45,3.06,5,5.0,4,0.6912,40.0,74.0,1.4421,0.7444,0.7607,0.5635,0.0361,0,0.5813,0.7383,0.4547,0.5548,0.4362,0.2823,7.0,0.7511,0,6.0,-0.156,4,112.0,0.0333,35.0,343.0,15,4.7,0.5636,0.7337,0.5574,0
Agriculture,Micro,Kolwezi,25.1,10,91295503.0,62,122709.0,0.8934,0.0991,0.0075,0.192,0.478,75520626.0,15774877.0,0.1728,4310190.0,8191937.0,6922234.0,1269703.0,1066898.0,0.1597,0.9,1.64,2.66,0,7.0,6,0.6881,45.0,39.0,1.0346,0.5035,0.8489,0.9295,0.0119,0,0.4795,0.668,0.7296,0.2979,0.0472,0.2977,2.0,0.7947,0,1089.0,0.9388,8,319.0,0.0544,43.0,1201.0,10,3.4,0.5578,0.5947,0.4645,0
Commerce,Petite,Kinshasa,6.0,17,14559119.0,82,14796.0,0.8279,0.1558,0.0162,0.29,0.5735,12266840.0,2292279.0,0.1574,1761774.0,1406404.0,1295290.0,111114.0,244783.0,0.0593,2.23,1.35,1.97,0,28.0,1,0.8326,34.0,65.0,0.7667,0.5532,0.9399,0.5005,0.2175,0,0.3465,0.843,0.9217,0.4866,0.4116,0.276,18.0,0.7259,0,13910.0,-0.0158,4,305.0,-0.0962,18.0,4002.0,3,2.8,0.3214,0.9569,0.4958,0
Commerce,Moyenne,Kolwezi,0.9,3,21968660.0,76,24088.0,0.8088,0.1779,0.0132,0.314,0.2816,16858556.0,5110104.0,0.2326,2501920.0,2136880.0,2174567.0,-37687.0,300891.0,0.0427,2.6,2.37,1.5,2,2.0,1,0.6013,37.0,47.0,1.9083,0.5698,0.7044,0.7123,0.0799,0,0.4085,0.6389,0.9427,0.5752,0.4771,0.2461,5.0,0.8708,0,52.0,0.2271,5,283.0,0.0507,6.0,31.0,13,2.7,0.6313,0.7392,0.6169,0
TIC,Moyenne,Kinshasa,0.5,20,14059797.0,81,14465.0,0.8098,0.1841,0.0061,0.3103,0.4425,10715209.0,3344588.0,0.2379,347041.0,1310854.0,1234889.0,75965.0,680719.0,0.4332,1.35,1.59,1.17,0,0.0,2,0.8491,18.0,55.0,0.8219,0.4095,0.3761,0.633,0.0247,0,0.6344,0.689,0.8861,0.5867,0.5358,0.5251,0.0,0.7884,1,300.0,0.2282,8,259.0,0.0131,58.0,514.0,4,4.1,0.4889,0.4899,0.4704,0
Construction,Petite,Bukavu,0.9,8,7739036.0,85,7587.0,0.8024,0.1202,0.0775,0.3357,0.2652,5422944.0,2316092.0,0.2993,894188.0,581550.0,550096.0,31454.0,54708.0,0.439,0.8,0.94,2.23,1,46.0,1,0.5414,70.0,31.0,0.7176,0.5884,0.3423,0.9516,0.0356,0,0.3136,0.4449,0.8982,0.5846,0.0416,0.6183,11.0,0.5438,1,1132.0,-0.3818,12,381.0,-0.0199,38.0,44639.0,17,3.9,0.8989,0.4062,0.6155,1
Services,Micro,Goma,9.1,8,10595438.0,64,13796.0,0.7909,0.1968,0.0123,0.3356,0.5606,9546051.0,1049387.0,0.099,1132799.0,842355.0,711778.0,130577.0,105035.0,0.4296,1.78,1.66,3.43,1,4.0,4,0.7042,79.0,42.0,1.0143,0.6377,0.2673,0.7912,0.0312,1,0.62,0.6867,0.8381,0.3359,0.3366,0.476,4.0,0.8318,0,143.0,0.016,9,104.0,-0.0059,13.0,21.0,9,3.4,0.4131,0.6507,0.8137,0
Agriculture,Micro,Lubumbashi,0.5,1,76663302.0,81,78872.0,0.7932,0.161,0.0459,0.3428,0.6673,69097399.0,7565903.0,0.0987,5275490.0,5956764.0,4886036.0,1070728.0,1544376.0,0.4434,1.91,1.83,3.3,3,2.0,2,0.7469,66.0,57.0,0.9232,0.8715,0.5163,0.6931,0.0945,0,0.4824,0.6891,0.5923,0.449,0.0706,0.614,7.0,0.8381,0,214.0,0.3123,8,567.0,-0.0853,32.0,136.0,4,2.8,0.5197,0.5687,0.7792,0
Commerce,Moyenne,Kinshasa,1.3,1,911643.0,83,915.0,0.8314,0.1653,0.0033,0.2814,0.7439,504336.0,407307.0,0.4468,92823.0,74431.0,69847.0,4584.0,8678.0,0.0417,0.47,2.48,0.86,2,13.0,1,0.8644,54.0,93.0,0.7117,0.5953,0.441,0.6584,0.0022,0,0.7157,0.8308,0.4313,0.5679,0.245,0.1544,0.0,0.896,0,36977.0,-0.0784,15,1016.0,0.0043,49.0,236.0,12,3.0,0.7681,0.5716,0.5352,0
Commerce,Micro,Bukavu,7.1,8,3312590.0,87,3173.0,0.7966,0.1697,0.0337,0.3355,0.4402,3001282.0,311308.0,0.094,131519.0,271178.0,215257.0,55921.0,64079.0,0.1918,1.3,5.09,2.54,2,34.0,4,0.5102,34.0,31.0,0.6913,0.6428,0.6399,0.3202,0.161,1,0.7492,0.7091,0.6639,0.3131,0.392,0.3172,24.0,0.3015,0,993.0,-0.3197,14,149.0,-0.0915,19.0,1205.0,15,5.0,0.8629,0.239,0.2462,0
Commerce,Petite,Kinshasa,4.4,13,6134468.0,93,5497.0,0.7441,0.2031,0.0528,0.4023,0.7383,5349884.0,784584.0,0.1279,591390.0,591059.0,522461.0,68598.0,45201.0,0.2923,1.35,0.54,0.9,3,8.0,1,0.7104,10.0,90.0,0.642,0.763,0.6258,0.8175,0.1132,0,0.4786,0.8902,0.9309,0.2895,0.1774,0.3239,3.0,0.7285,0,1.0,-0.1975,6,277.0,0.0189,20.0,1686.0,17,4.2,0.7636,0.4937,0.3993,0
Manufacture,Micro,Goma,7.6,4,4016760.0,90,3719.0,0.849,0.1225,0.0285,0.2634,0.6121,3109868.0,906892.0,0.2258,170491.0,281802.0,232467.0,49335.0,31887.0,0.4668,0.83,2.4,2.64,1,17.0,6,0.4726,63.0,61.0,0.8134,0.7234,0.4601,0.8343,0.0112,0,0.7952,0.7824,0.8871,0.2338,0.0176,0.4022,0.0,0.8613,0,20.0,0.2605,8,259.0,-0.1459,44.0,881.0,12,2.9,0.8813,0.611,0.7283,0
Services,Micro,Kinshasa,6.9,28,89699480.0,71,105281.0,0.8464,0.1417,0.0118,0.2634,0.5181,60105532.0,29593948.0,0.3299,3109773.0,8244480.0,7928904.0,315576.0,1936477.0,0.3029,0.88,0.53,1.3,7,15.0,6,0.8281,33.0,38.0,2.0159,0.6341,0.2475,0.8179,0.0368,0,0.556,0.5416,0.4794,0.2592,0.2186,0.4973,1.0,0.7194,0,129.0,-0.3878,10,449.0,-0.0513,5.0,79.0,8,4.3,0.7273,0.4855,0.7485,0
Services,Micro,Kolwezi,0.5,13,66267648.0,65,84959.0,0.7833,0.174,0.0427,0.3543,0.3557,46763735.0,19503913.0,0.2943,3055135.0,5686532.0,5177852.0,508680.0,716226.0,0.1359,0.57,1.1,1.85,0,8.0,1,0.8722,43.0,20.0,0.4777,0.9346,0.3488,0.942,0.0529,0,0.4791,0.5743,0.9458,0.4671,0.0877,0.4262,15.0,0.8375,0,50.0,0.1721,9,406.0,0.0461,46.0,898.0,8,4.1,0.7132,0.7224,0.6058,0
Commerce,Moyenne,Kinshasa,11.2,3,29812495.0,82,30297.0,0.8984,0.0928,0.0088,0.1842,0.3377,25753072.0,4059423.0,0.1362,1066656.0,2670990.0,2083601.0,587389.0,349259.0,0.2033,1.27,0.87,0.81,0,1.0,3,0.8956,35.0,84.0,1.4294,0.8774,0.4716,0.8753,0.0156,0,0.6025,0.8952,0.7559,0.1865,0.4229,0.6734,55.0,0.3508,1,26.0,0.4439,9,168.0,0.0553,24.0,138.0,17,3.2,0.9411,0.3487,0.6767,0
TIC,Micro,Kinshasa,1.3,7,6814990.0,66,8605.0,0.8123,0.1235,0.0642,0.3208,0.595,4120618.0,2694372.0,0.3954,245921.0,657294.0,603375.0,53919.0,79539.0,0.1015,0.64,0.87,0.22,1,39.0,1,0.6176,11.0,52.0,0.7146,0.7738,0.4004,0.8831,0.0591,0,0.7862,0.8189,0.909,0.0624,0.5453,0.3787,11.0,0.8815,0,1897.0,0.0895,6,117.0,0.1997,13.0,2846.0,9,4.2,0.824,0.8436,0.3641,0
Services,Petite,Kinshasa,4.0,53,72715290.0,86,70461.0,0.8856,0.1112,0.0032,0.2033,0.6433,56696105.0,16019185.0,0.2203,9803922.0,7128947.0,6633268.0,495679.0,762108.0,0.4075,1.43,1.19,1.78,2,58.0,3,0.6868,55.0,78.0,0.4546,0.6049,0.3372,0.9147,0.0016,0,0.2848,0.9015,0.8957,0.315,0.026,0.3721,3.0,0.8763,0,20.0,-0.3812,7,659.0,-0.0778,17.0,1280.0,14,5.0,0.4927,0.3589,0.4583,0
Manufacture,Micro,Lubumbashi,5.2,2,2178711.0,86,2111.0,0.8614,0.1204,0.0182,0.2432,0.3432,1384396.0,794315.0,0.3646,298229.0,146007.0,122237.0,23770.0,22392.0,0.1668,1.16,3.59,1.4,1,12.0,0,0.8985,38.0,66.0,1.1133,0.867,0.3461,0.7362,0.0155,1,0.518,0.4977,0.8568,0.5808,0.2702,0.4968,21.0,0.5729,0,67.0,-0.0313,6,297.0,0.0159,29.0,2224.0,10,3.6,0.6491,0.6736,0.6102,0
Manufacture,Micro,Kinshasa,0.9,11,191496324.0,75,212774.0,0.73,0.2106,0.0594,0.4192,0.8251,132118223.0,59378101.0,0.3101,22104305.0,18216693.0,15470986.0,2745707.0,3094356.0,0.5095,0.51,0.28,0.23,1,2.0,3,0.9292,38.0,54.0,0.469,0.6121,0.4159,0.8154,0.0043,1,0.7118,0.7912,0.7343,0.7501,0.2765,0.0949,2.0,0.656,1,2.0,0.6273,10,230.0,0.0522,10.0,85.0,14,4.7,0.4134,0.6459,0.6876,0
Agriculture,Micro,Lubumbashi,18.7,5,6442610.0,93,5773.0,0.8599,0.1201,0.02,0.2457,0.3933,3555345.0,2887265.0,0.4482,784034.0,468505.0,474340.0,-5835.0,48179.0,0.0561,0.76,0.77,1.97,1,19.0,3,0.7687,40.0,41.0,1.1052,0.601,0.4897,0.6464,0.1035,0,0.8902,0.5621,0.9282,0.7191,0.1195,0.7094,43.0,0.7773,0,1216.0,-0.0605,12,677.0,-0.0222,6.0,140.0,3,3.8,0.6978,0.4714,0.5648,0
Commerce,Petite,Kisangani,3.3,13,10697897.0,77,11578.0,0.8553,0.138,0.0067,0.2494,0.4632,9720906.0,976991.0,0.0913,714729.0,768617.0,602245.0,166372.0,174773.0,0.1347,2.03,1.29,0.88,2,1.0,5,0.7556,32.0,31.0,0.4317,0.6369,0.8716,0.7964,0.0258,1,0.5937,0.9202,0.9333,0.6069,0.0673,0.3885,7.0,0.5407,0,309.0,0.5903,3,309.0,0.063,8.0,7940.0,14,3.1,0.9735,0.6503,0.4759,0
Agriculture,Micro,Bukavu,0.5,20,8751953.0,76,9596.0,0.8483,0.1226,0.0291,0.2645,0.2506,5165260.0,3586693.0,0.4098,793976.0,848597.0,882879.0,-34282.0,268091.0,0.159,0.61,1.17,-0.19,2,13.0,1,0.5234,50.0,77.0,0.7679,0.859,0.6159,0.8343,0.1538,0,0.3018,0.9532,0.555,0.484,0.0797,0.4192,15.0,0.6013,1,125.0,-0.2254,14,429.0,0.0061,12.0,1385.0,5,2.8,0.8371,0.2379,0.5674,0
Services,Micro,Goma,13.8,5,4042085.0,77,4375.0,0.7751,0.1492,0.0757,0.3712,0.6692,3364982.0,677103.0,0.1675,508952.0,396277.0,322628.0,73649.0,27802.0,0.6191,0.69,0.19,0.85,4,10.0,5,0.606,59.0,29.0,0.8947,0.5647,0.3241,0.738,0.0257,0,0.6141,0.434,0.7367,0.3261,0.3706,0.2754,1.0,0.8809,1,520.0,0.4668,9,140.0,-0.0571,57.0,539.0,4,3.1,0.3334,0.5301,0.6037,1
Commerce,Micro,Kinshasa,4.4,18,147617607.0,97,126819.0,0.7498,0.2163,0.0339,0.3899,0.2628,111864332.0,35753275.0,0.2422,12338851.0,11789129.0,9696910.0,2092219.0,4880582.0,0.1467,0.99,1.5,2.91,2,1.0,2,0.4358,41.0,54.0,0.2585,0.2785,0.6057,0.75,0.0335,0,0.5446,0.6534,0.5849,0.294,0.1133,0.6739,19.0,0.417,0,1.0,0.2644,7,351.0,-0.1483,97.0,44.0,6,2.1,0.5494,0.8055,0.5308,0
Commerce,Micro,Bukavu,6.0,43,37756702.0,92,34200.0,0.8275,0.108,0.0645,0.2994,0.5793,32333582.0,5423120.0,0.1436,4372393.0,2594120.0,2249931.0,344189.0,311634.0,0.4,1.58,0.63,2.09,4,3.0,4,0.9419,48.0,60.0,1.8722,0.4983,0.4779,0.745,0.0069,0,0.704,0.52,0.1965,0.2406,0.1833,0.4528,7.0,0.5828,0,248.0,0.1546,7,477.0,-0.0603,28.0,110.0,12,2.2,0.4879,0.7441,0.8396,0
Commerce,Moyenne,Kinshasa,3.7,7,62994920.0,72,72911.0,0.8579,0.0868,0.0552,0.2534,0.8033,46666675.0,16328245.0,0.2592,4727380.0,5908769.0,6112114.0,-203345.0,428622.0,0.4303,0.92,1.93,1.9,1,2.0,2,0.775,34.0,50.0,1.0936,0.4852,0.9284,0.7588,0.1518,0,0.5137,0.9072,0.6431,0.1514,0.1785,0.6741,6.0,0.6671,1,16036.0,0.305,7,180.0,0.0489,5.0,70.0,11,4.6,0.6421,0.6159,0.3574,0
Commerce,Moyenne,Mbuji-Mayi,9.0,13,3373957.0,66,4260.0,0.8511,0.1336,0.0154,0.2575,0.3138,3084549.0,289408.0,0.0858,219346.0,320099.0,326111.0,-6012.0,55473.0,0.0994,0.49,1.47,2.12,1,19.0,2,0.8265,57.0,41.0,1.3304,0.2582,0.3997,0.707,0.0404,0,0.3385,0.9499,0.8007,0.4018,0.4388,0.6041,13.0,0.7459,1,1211.0,0.8158,7,84.0,-0.1567,46.0,224.0,9,1.3,0.6126,0.5924,0.548,0
Construction,Micro,Kinshasa,0.5,4,18203517.0,78,19448.0,0.8329,0.1569,0.0102,0.2816,0.7402,14100375.0,4103142.0,0.2254,2368161.0,1340760.0,1305881.0,34879.0,188048.0,0.3457,1.77,2.19,0.91,2,22.0,4,0.9345,42.0,42.0,0.5317,0.9661,0.2127,0.3248,0.0056,0,0.3965,0.3872,0.4405,0.6744,0.2388,0.286,43.0,0.6717,1,41.0,0.5797,7,96.0,-0.0763,38.0,548.0,13,3.5,0.5581,0.9046,0.5881,0
Services,Petite,Lubumbashi,1.6,7,27377565.0,85,26841.0,0.7856,0.2125,0.0019,0.3377,0.5107,21301694.0,6075871.0,0.2219,1731497.0,2721993.0,2690423.0,31570.0,273362.0,0.0681,3.4,1.85,0.16,4,2.0,6,0.7464,38.0,75.0,1.1101,0.8827,0.7587,0.7034,0.041,0,0.6397,0.9054,0.7473,0.5553,0.3478,0.6129,6.0,0.4615,0,50.0,0.4792,11,317.0,0.0133,5.0,1485.0,8,3.9,0.8426,0.7134,0.7172,0
Agriculture,Moyenne,Lubumbashi,3.2,6,20275176.0,97,17419.0,0.7313,0.2678,0.001,0.3935,0.2761,18058911.0,2216265.0,0.1093,1659087.0,1882428.0,1706437.0,175991.0,299276.0,0.5517,0.86,0.85,1.11,2,6.0,1,0.2879,40.0,80.0,1.238,0.5264,0.7032,0.867,0.0088,0,0.3161,0.7106,0.8013,0.6644,0.3554,0.809,15.0,0.5216,0,503.0,-0.1392,11,192.0,0.0765,37.0,42.0,9,3.9,0.7936,0.799,0.4346,0
Commerce,Micro,Kisangani,0.5,13,3640210.0,74,4099.0,0.8145,0.174,0.0116,0.3062,0.5551,2349637.0,1290573.0,0.3545,123976.0,296912.0,303294.0,-6382.0,53030.0,0.5405,1.49,2.01,1.82,1,2.0,2,0.6977,52.0,45.0,0.774,0.7564,0.4041,0.8172,0.0257,0,0.6646,0.501,0.7583,0.6006,0.1234,0.6773,42.0,0.557,1,16.0,0.2658,10,509.0,0.1613,19.0,344.0,11,2.5,0.9426,0.8243,0.5323,0
Agriculture,Petite,Kinshasa,6.1,19,53254881.0,83,53469.0,0.8554,0.1247,0.0198,0.2523,0.6024,36440188.0,16814693.0,0.3157,4595175.0,4354779.0,3432422.0,922357.0,1851747.0,0.1727,0.66,3.34,1.58,3,37.0,2,0.5306,51.0,27.0,2.047,0.5925,0.5556,0.8565,0.0285,0,0.2664,0.6438,0.7685,0.3506,0.0995,0.3224,27.0,0.4693,1,106.0,0.649,10,171.0,0.2353,6.0,1417.0,8,2.7,0.5692,0.3469,0.7153,1
Agriculture,Moyenne,Goma,2.5,6,16951385.0,82,17227.0,0.8192,0.1715,0.0093,0.2994,0.1952,13494054.0,3457331.0,0.204,1673812.0,1321964.0,1206432.0,115532.0,276709.0,0.1035,1.86,1.99,1.26,3,1.0,3,0.7643,32.0,77.0,0.3234,0.7577,0.5882,0.7276,0.083,0,0.7485,0.372,0.6701,0.8622,0.5053,0.1303,2.0,0.7785,1,18.0,0.1015,6,1212.0,0.0922,12.0,198.0,16,3.8,0.7646,0.842,0.7186,0
Commerce,Micro,Kinshasa,1.6,25,4657750.0,85,4566.0,0.7466,0.2162,0.0373,0.3945,0.4887,2804940.0,1852810.0,0.3978,329700.0,425878.0,424368.0,1510.0,102124.0,0.416,1.92,0.9,1.73,3,8.0,4,0.743,70.0,85.0,1.0228,0.4782,0.811,0.8987,0.0976,0,0.6822,0.8128,0.7743,0.3165,0.4315,0.4017,26.0,0.7249,1,757.0,0.4066,6,146.0,-0.0719,24.0,41.0,10,3.5,0.7024,0.6854,0.6114,0
Agriculture,Micro,Bukavu,0.5,25,1581207.0,85,1550.0,0.8698,0.1264,0.0038,0.2275,0.1638,1343323.0,237884.0,0.1504,164558.0,138035.0,127127.0,10908.0,4294.0,0.3579,1.47,0.52,2.09,1,4.0,2,0.6213,34.0,43.0,0.4477,0.6221,0.875,0.7089,0.0043,0,0.4614,0.8229,0.8928,0.706,0.0888,0.1322,3.0,0.7351,0,1195.0,0.6417,13,145.0,-0.0364,8.0,855.0,9,3.0,0.6192,0.8359,0.3322,0
Agriculture,Moyenne,Matadi,6.4,14,30340676.0,85,29746.0,0.6992,0.2255,0.0753,0.4546,0.1976,23331695.0,7008981.0,0.231,2347566.0,2811928.0,2796131.0,15797.0,701856.0,0.128,1.55,0.3,1.03,1,41.0,7,0.6078,55.0,38.0,0.8865,0.8171,0.8358,0.3185,0.0613,0,0.5092,0.8837,0.8056,0.392,0.2306,0.1945,5.0,0.7545,1,12.0,-0.0517,8,606.0,-0.0062,26.0,2437.0,12,3.8,0.5876,0.7253,0.4398,0
Manufacture,Petite,Lubumbashi,9.0,4,277282356.0,67,344879.0,0.7386,0.2051,0.0563,0.4092,0.7202,229958782.0,47323574.0,0.1707,20912009.0,23447339.0,18760814.0,4686525.0,452870.0,0.1509,1.76,0.56,1.91,1,31.0,4,0.7959,60.0,52.0,0.3577,0.792,0.2498,0.8777,0.1239,0,0.7729,0.7531,0.7201,0.6203,0.212,0.7206,5.0,0.7102,0,82.0,0.3579,15,338.0,0.055,9.0,12453.0,7,2.3,0.5864,0.5585,0.5385,0
Manufacture,Micro,Lubumbashi,2.5,4,4332671.0,82,4403.0,0.8369,0.1244,0.0387,0.2826,0.315,3970449.0,362222.0,0.0836,324709.0,296390.0,225722.0,70668.0,66265.0,0.16,1.04,4.74,2.64,5,7.0,3,0.872,56.0,41.0,0.8136,0.8316,0.2071,0.6325,0.0315,1,0.6211,0.6818,0.5727,0.845,0.4585,0.5582,11.0,0.8269,0,277.0,0.5312,6,229.0,-0.1796,14.0,454.0,8,4.1,0.9298,0.92,0.6782,0
Commerce,Micro,Matadi,4.2,3,17975791.0,69,21710.0,0.7775,0.152,0.0706,0.3674,0.4094,16383861.0,1591930.0,0.0886,2368208.0,1723159.0,1581172.0,141987.0,490490.0,0.1954,0.35,0.78,2.6,2,9.0,1,0.8622,29.0,104.0,0.4906,0.6124,0.2174,0.7852,0.1077,0,0.9045,0.7077,0.7,0.4369,0.2558,0.6537,12.0,0.6647,0,24.0,0.5814,10,265.0,-0.1942,22.0,1993.0,10,3.8,0.4673,0.3909,0.3581,0
